"facility","severity_id","mnemonic","vendor_message_text","vendor_explanation","vendor_recommended_action"
"ACLTCAM","2","ACL_TCAM_INIT_FAILED","Initialization failed for forwarding engine ASIC: [dec], [chars] TCAM.","Initialization failed for forwarding engine ASIC [dec], in [chars] TCAM.","No action is required."
"ACLTCAM","2","ACL_TCAM_INIT_REGIONS_FAILED","Initialization failed for forwarding engine ASIC: [dec], [chars] TCAM, [chars] Region.","Initialization of regions failed for forwarding engine ASIC [dec], in [chars] TCAM, for [chars] Region.","No action is required."
"ACLTCAM","2","ACL_TCAM_MALLOC_FAILURE","Memory allocation failed for size [dec].","Memory allocation is failed for size [dec] bytes.","Restart the process."
"ACLTCAM","2","ACL_TCAM_MTS_FAILURE","MTS operation failed: [chars].","MTS operation failed. [chars] is the reason.","No action is required."
"ACLTCAM","2","ACL_TCAM_MTS_Q_FULL","MTS queue for SAP [dec] is full","MTS queue for SAP [dec] is full","No action is required."
"ACLTCAM","2","ACL_TCAM_MTS_REGISTRATION_FAILED","MTS registration failed for opCode: [dec].","MTS registration failed for opCode: [dec].","No action is required."
"ACLTCAM","2","ACL_TCAM_NO_ROUTE","ACLTCAM failed to get route for VSAN: [dec], Rewrite: [chars] DID: [chars] DID MASK: [chars], error: [hex].","ACLTCAM process experienced a failure while getting route for VSAN [dec] Rewrite [chars] DID [chars] DID Mask [chars]. [hex] is the error code.","No action is required."
"ACLTCAM","2","ACL_TCAM_NO_TCAM_LEFT","ACLTCAM resource exhausted for interface : [chars]","ACLTCAM hardware resource is completely used.","No action is required."
"ACLTCAM","2","ACL_TCAM_PHY_TCAM_READ_FAILED","[chars] read from hardware TCAM failed(ASIC: [dec], [chars] TCAM, Address: [dec], Num Entries: [dec], Error: [chars]).","[chars] read from hardware TCAM failed(ASIC: [dec], [chars] TCAM, Address: [dec], Num Entries: [dec] Error: [chars]).","No action is required."
"ACLTCAM","2","ACL_TCAM_PHY_TCAM_READ_INVALID","Invalid([chars], value: [dec]) TCAM entry read from hardware TCAM (FWD-Engine: [dec], [chars] TCAM, Address: [dec]), Ignoring this entry.","Invalid([chars], value: [dec]) TCAM entry from hardware TCAM(FWD-Engine: [dec], [chars] TCAM, Address: [dec]) Ignoring this entry","No action is required."
"ACLTCAM","2","ACL_TCAM_PHY_TCAM_WRITE_FAILED","[chars] write to hardware TCAM failed(ASIC: [dec], [chars] TCAM, Address: [dec], Num Entries: [dec], Error: [chars]).","[chars] write to hardware TCAM failed(ASIC: [dec], [chars] TCAM, Address: [dec], Num Entries: [dec] Error: [chars]).","No action is required."
"ACLTCAM","2","ACL_TCAM_PSS_FAILURE","Failed to do PSS operation: [chars], reason: [hex].","Failed to do PSS operation [chars]. [hex] is the reason.","No action is required."
"ACLTCAM","2","PSS_OPEN_FAILED","PSS open failed - [hex].","Persistent database handle could not obtained for ACLTCAM. [hex] is the error.","No action is required."
"ACLTCAM","2","RECONS_FAILED","Reconstruction of TCAM contents failed during upgrade - [hex].","During non-disruptive upgrade, the ACLTCAM contents are not properly reconstructed. [hex] is the error.","No action is required."
"ACLTCAM","3","ACL_TCAM_INV_TCAM_SYNC_ATTEMPT","Attempt to write invalid shadow entry: [dec] ([dec]/[dec]) to TCAM, fwd-engine: [dec] ([chars]), change-array: [dec]/[dec], <MSG_EXPL","TL Port Manager initialization failed. [chars] explains the reason for the failure.","No action is required."
"ACLTCAM","3","ACL_TCAM_MTS_Q_LEAK","Possible MTS buffer leak for SAP [dec]","Possible MTS buffer leak for SAP [dec]","No action is required."
"ACLTCAM","3","ALLOCFAIL","Heap Memory allocation failed: [chars]","TL Port Manager is out of dynamic memory. [chars] specifies the context where the failure occured.","No action is required."
"ACLTCAM","3","FC2ERROR","[chars]","TL Port Manager encountered an FC2 error. [chars] specifies the context where the error occured.","No action is required."
"ACLTCAM","3","GENERROR","[chars]","TL Port Manager encountered a general error, one that does not fall in any of the above categories. [chars] describes the error and its context.","No action is required."
"ACLTCAM","3","MTSERROR","[chars]","TL Port Manager encountered an MTS error. [chars] specifies the context where the error occured.","No action is required."
"ACLTCAM","3","PSSERROR","[chars]","TL Port Manager encountered a PSS error. [chars] specifies the context where the failure occured.","No action is required."
"ACLTCAM","3","REGISTER_FAILED","Could not register to MTS opcode [chars] - error [hex].","ACLTCAM process could not register to the notifications mentioned by [chars]. [hex] is the error.","No action is required."
"ACLTCAM","4","ACL_TCAM_BELOW_THRESHOLD","[chars] TCAM usage ([dec]/[dec]) fell below [dec]% fwd-eng: [dec], [chars]","[chars] TCAM usage [dec]/[dec] fell below [dec] percent on fwd-engine [dec], [chars]","No action is required."
"ACLTCAM","4","ACL_TCAM_BEYOND_THRESHOLD","[chars] TCAM usage ([dec]/[dec]) exceeded [dec]% fwd-eng: [dec], [chars]","[chars] TCAM usage [dec]/[dec] exceeded [dec] percent on fwd-engine [dec], [chars]","No action is required."
"ACLTCAM","4","ACL_TCAM_FLOW_COUNTER_INVALIDATED","Flow counter for flow: vsan: [dec], sid: [hex], did: [hex] with statistics: frames = %llu & bytes = %llu was invalidated due to: [chars]","ACLTCAM process invalidated the flow counter for flow VSAN [dec] SID [hex] DID [hex] with collected stats of [dec] frames and [dev] bytes was invalidated because of reason [[chars]].","No action is required."
"ACLTCAM","4","ACL_TCAM_FLOW_COUNTER_VALIDATED","Flow counter for flow: vsan: [dec], sid: [hex], did: [hex] is now valid","ACLTCAM process validated the flow counter for flow VSAN [dec] SID [hex] DID [hex].","No action is required."
"ACLTCAM","4","ACL_TCAM_MTS_Q_HIGH","MTS queue for SAP [dec] is close to full","MTS queue for SAP [dec] is close to full","No action is required."
"ACLTCAM","4","TLPM_ALPA_CACHE_FULL","Translation Port ALPA cache is full. Some new entries may not be cached","TL Port cache is currently fully populated with active entries. Hence, there is no available cache space to be assigned any newly created alpa entry on a TL Port. This is an informational message.","No action is required."
"ACLTCAM","6","ACL_TCAM_STATUS","Status: [chars].","ACLTCAM status is reported as: [chars].","No action is required."
"ACLTCAM","6","MGRCREATED","Translation Port Manager created.","TL Port Manager was created successfully and is up and running. This is an informational message.","No action is required."
"ACLTCAM","6","MGREXIT","Translation Port Manager shutting down gracefully.","TL Port Manager is shutting down gracefully. This is an informational message.","No action is required."
"ACLTCAM","6","PORTDOWN","Translation Port [chars] DOWN.","A port configured as TL Port is DOWN and out of operation. [chars] is the interface-id string that identifies the TL Port. This is an informational message.","No action is required."
"ACLTCAM","6","PORTUP","Translation Port [chars] UP.","A port configured as TL Port is UP and operational. [chars] is the interface-id string that identifies the TL Port. This is an informational message.","No action is required."
"ACL","2","ACL_HA_FAILURE","Failed to do high availability operation: [chars].","Failed to do high availability operation. [chars] is the reason.","No action is required."
"ACL","2","ACL_INIT_FAILED","Initialization failed for ACL: [chars], reason: [hex].","Initialization failed for ACL due to [chars], reason: [hex].","No action is required."
"ACL","2","ACL_LINECARD_STATUS","Status from linecard: [dec], for module: [chars](ID: [dec]), status : [dec], error_id: [hex], catastrophic: [chars], restart count: [dec].","Status from linecard: [dec], for module: [chars](ID: [dec]), status : [dec], error_id: [hex], catastrophic: [chars], restart count: [dec].","No action is required."
"ACL","2","ACL_MTS_FAILURE","Failed to do MTS operation: [chars].","Failed to do MTS operation. [chars] is the reason.","No action is required."
"ACL","2","ACL_MTS_Q_FULL","MTS queue for SAP [dec] is full","MTS queue for SAP [dec] is full","No action is required."
"ACL","2","ACL_MTS_REGISTRATION_FAILED","MTS options setting to [hex] failed for opCode: [dec].","MTS options setting to [hex] failed for opCode: [dec].","No action is required."
"ACL","2","ACL_PENDING_MSG_ARR_FULL","ACL Upgrade Pending Messages Array is Full with [dec] messages. Failing the MTS message with Opc: [dec], RR_TOKEN: [hex]","ACL Upgrade Pending Messages Array is Full with [dec] messages. Failing the MTS message with Opc: [dec], RR_TOKEN: [hex]","No action is required."
"ACL","2","ACL_PSS_FAILURE","Failed to do PSS operation: [chars], reason: [hex].","Failed to do PSS operation [chars]. [hex] is the reason.","No action is required."
"ACL","2","ACL_PSS_VER_FAIL","PSS file [chars] has version [dec].[dec].[dec], expected version [dec].[dec].[dec].","There was a mismatch in the PSS version. [chars] indicates the PSS service, [dec].[dec].[dec] its current version number and [dec].[dec].[dec] the expected version.","No action is required."
"ACL","2","ACL_RUNTIME_FAILURE","[chars] [dec], Error: [hex]","ACL runtime failure is reported as [chars] [dec], reason: [hex].","No action is required."
"ACL","2","ACL_TCAM_FAILURE","Failed to do TCAM operation: [chars].","Failed to do TCAM operation. [chars] is the reason.","No action is required."
"ACL","3","ACL_MTS_Q_LEAK","Possible MTS buffer leak for SAP [dec]","Possible MTS buffer leak for SAP [dec]","No action is required."
"ACL","4","ACL_MTS_Q_HIGH","MTS queue for SAP [dec] is close to full","MTS queue for SAP [dec] is close to full","No action is required."
"ACL","4","ACL_WARNING","[chars] [dec]","ACL warning messages is reported as [chars] [dec].","No action is required."
"ACL","5","ACL_ADJ_SHARING_STATUS","Successfully completed [chars] on Generation 2 linecards.","Successfully completed the command \[chars]\ on Generation 2 linecards.","No action is required."
"ACL","6","ACL_DIAG_EVENT_STATUS","[chars] [hex].","ACL system health management event status is reported as [chars] [hex].","No action is required."
"ACL","6","ACL_E_PORT_EVENT_STATUS","[chars] [chars].","ACL xEport event status is reported as [chars] [chars].","No action is required."
"ACL","6","ACL_FCC_EVENT_STATUS","[chars] [chars].","ACL FCC event status is reported as [chars] [chars].","No action is required."
"ACL","6","ACL_LINECARD_EVENT_STATUS","[chars] [hex].","ACL linecard event status is reported as [chars] [dec].","No action is required."
"ACL","6","ACL_MCAST_EVENT_STATUS","[chars] [chars].","ACL multicast event status is reported as [chars] [chars].","No action is required."
"ACL","6","ACL_NX_PORT_EVENT_STATUS","[chars] [chars].","ACL Nx Port event status is reported as [chars] [chars].","No action is required."
"ACL","6","ACL_PORT_MODE_EVENT_STATUS","[chars] [chars].","ACL portmode event status is reported as [chars] [chars].","No action is required."
"ACL","6","ACL_RUNTIME_STATUS","[chars] [dec]","ACL runtime status is reported as [chars] [dec].","No action is required."
"ACL","6","ACL_SPAN_DEST_CONFIG_STATUS","[chars] [chars].","ACL SPAN destination config event status is reported as [chars] [chars].","No action is required."
